costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,countrycode,naics,sic,year,intan,ppegt,ppent,cogs,dvt,oibdp,sale,xad,xlr,xrd,xsga,csho,emp,mkvalt,naicsh,prcc_f,sich,isin,loc,xopr,cshoi,duplicate,valuePPP_exp,valuePPP_gdp,country_name,unitofmeasure,country,pop,avh,hc,rgdpna,rnna,gdppc,lngdppc,rel_gdppc,v_gdp,_merge,ind2d,nrind2,ind3d,nrind3,ind4d,nrind4,sale_cogs_ratio,theta_c,n,theta_CDs,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt,theta_Wtime,theta_CM1_ct,theta_CM2_ct,theta_CM2_xt,theta_CM1_kt,theta_CM2_kt,theta_pass,countryind
A,USD,STD,INDL,C,10390.0,31dec1988,TEJON RANCH CO,USA,111335.0,100.0,1988,0.0,21.083,11.241,8.32,0.634,3.626,13.797,,,0.0,1.851,12.682,0.043,,111332.0,35.5,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.6582932,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1988,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1988,0.0,27.018,24.861,1.015,0.0,0.034,1.433,,,,0.384,2.894,,,113310.0,8.5,2400.0,,,,,0.0,1.3014669,1.2364759,Canada,National currency per US dollar,Canada,26.927945,1856.24,3.2485344,1041670.4,3937817.0,36452.488,10.503765,2.0828645,626894.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.4118227,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,20.0
I,USD,STD,INDL,C,10884.0,31dec1988,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1988,122.413,672.024,343.963,3019.377,8.2,183.186,3503.237,65.644,,,300.674,38.612,42.0,,311611.0,16.375,2011.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.1602516,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,4735.0,30jun1988,FIRST REPUBLIC CORP AMERICA,USA,114112.0,900.0,1988,0.0,59.779,37.995,49.084,0.0,5.027,73.766,1.766,,,19.655,0.693,1.15,,313111.0,,6512.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,114.0,21.0,1141.0,105.0,1.5028522,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,8596.0,31aug1988,PIONEER HI-BRED INTERNATIONL,USA,111150.0,100.0,1988,9.947,586.764,385.479,352.574,33.118,193.26,874.871,17.547,,54.484,329.037,31.827,4.645,,111150.0,35.24999714,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,111.0,18.0,1111.0,92.0,2.4813826,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
A,USD,STD,INDL,C,1266.0,31aug1988,ALICO INC,USA,111310.0,100.0,1988,0.073,42.586,30.348,10.916,1.077,11.785,22.701,,,,,7.148,0.102,,111310.0,20.0,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,2.079608,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,10982.0,31oct1988,CANAL CAPITAL CORP,USA,112112.0,200.0,1988,0.0,45.12,20.186,18.46,1.3,9.701,30.861,0.325,,,2.7,4.319,0.32,,453920.0,6.0,200.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,112.0,19.0,1121.0,97.0,1.6717768,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,12349.0,30sep1988,CALGENE INC,USA,111219.0,100.0,1988,9.386,14.688,11.239,19.076,0.0,-5.011,23.649,0.288,,3.241,9.584,7.774,0.219,,311223.0,7.75,2070.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,111.0,18.0,1112.0,93.0,1.2397254,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,13155.0,31dec1988,MARGO CARIBE INC,USA,111422.0,100.0,1988,0.0,6.665,5.543,3.883,0.0,0.953,6.393,0.07,,,1.557,1.685,0.183,,111422.0,2.375,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,111.0,18.0,1114.0,95.0,1.6464074,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,9945.0,30jun1988,SPENDTHRIFT FARM INC,USA,112920.0,200.0,1988,0.0,10.674,7.196,5.227,0.0,-1.206,6.176,0.127,,,2.155,14.052,0.04,,112920.0,,200.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,248.393235,1839.12,3.4175336,10487722.0,37347072.0,41518.605,10.633897,2.3723381,5236438.0,Matched (3),11,1.0,112.0,19.0,1129.0,101.0,1.1815573,0.86593014,1.0,3.0,0.71019971,0.57436091,0.25220838,0.19017854,-0.036420055,3,0.76584804,0.57135403,0.25351739,0.17984083,-0.037548404,3,143.0
I,USD,STD,INDL,C,15709.0,31dec1989,PLUM CREEK TIMBER CO INC,USA,113310.0,2400.0,1989,0.0,537.94,527.107,219.857,19.332,99.67,349.574,,,,30.047,15.603,1.75,,321113.0,24.24999619,2421.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.5900062,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,14881.0,31aug1989,DEKALB GENETICS CORP  -CL B,USA,111150.0,100.0,1989,7.2,186.9,64.1,120.49,1.6,39.81,255.3,5.594,,29.4,95.0,5.588,2.239,,111150.0,29.99999428,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1111.0,92.0,2.1188481,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,13468.0,30sep1989,MYCOGEN CORP,USA,111422.0,100.0,1989,0.562,4.686,2.555,10.098,0.0,-2.674,7.424,,,7.567,,8.18,0.125,,541710.0,10.0,8731.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1114.0,95.0,0.7351951,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,20155.0,31dec1989,LAWNAMERICA INC,USA,115.0,700.0,1989,0.469,2.158,1.878,0.965,0.013,-0.306,1.569,,,,0.91,2.884,0.063,,115.0,1.5,700.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,115.0,22.0,115.0,21.0,1.6259067,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,12750.0,31may1990,AMERICAN NURSERY PRODS INC,USA,111.0,100.0,1989,,28.224,20.144,33.911,0.0,7.868,51.445,,,,9.666,3.712,2.06,,111.0,3.18699932,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.5170593,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,16566.0,31dec1989,GRANADA BIOSCIENCES INC,USA,112.0,200.0,1989,,52.895,37.032,13.959,0.0,-12.121,13.741,0.558,,6.1,11.903,5.3,0.215,,112.0,,200.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,112.0,19.0,112.0,19.0,0.98438281,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,2249.0,31dec1989,BIOTECHNICA INTL INC,USA,111150.0,100.0,1989,4.254,28.113,22.408,38.828,0.0,-8.766,30.062,0.432,,14.458,,16.444,0.315,,111150.0,2.25,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1111.0,92.0,0.77423507,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,10884.0,31dec1989,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1989,120.647,763.5,410.334,3310.133,7.491,189.645,3822.77,68.198,,,322.992,38.855,44.0,,311611.0,17.375,2011.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.154869,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,23080.0,31dec1989,SYLVAN INC,USA,111411.0,100.0,1989,0.0,27.248,24.589,40.927,0.507,10.486,57.567,,,0.356,6.154,0.244,1.55,,111411.0,,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1114.0,95.0,1.4065776,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,13155.0,31dec1989,MARGO CARIBE INC,USA,111422.0,100.0,1989,0.432,7.61,6.031,3.93,0.0,0.835,6.463,,,,1.698,1.685,0.23,,111422.0,2.18699932,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1114.0,95.0,1.6445292,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,14400.0,31dec1989,INTL NUTRITION & GENETICS,USA,111.0,100.0,1989,0.0,0.067,0.01,0.718,0.0,-0.601,0.694,0.075,,0.002,0.577,8.265,0.005,,111.0,0.031,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,111.0,18.0,0.96657383,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,12349.0,30sep1989,CALGENE INC,USA,111219.0,100.0,1989,17.416,17.956,12.781,21.02,0.466,-4.892,28.576,0.712,,4.492,12.448,10.39,0.28,,311223.0,7.875,2070.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1112.0,93.0,1.3594671,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,2812.0,31dec1989,DOLE FOOD CO INC,USA,111339.0,100.0,1989,0.0,1337.957,1179.39,2111.097,0.0,254.407,2717.821,49.029,,,352.317,59.25,45.0,,111339.0,34.75,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.2873975,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,4735.0,30jun1989,FIRST REPUBLIC CORP AMERICA,USA,114112.0,900.0,1989,0.0,63.166,43.264,83.525,0.0,8.222,124.415,2.536,,,32.668,0.692,1.3,,313111.0,,6512.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,114.0,21.0,1141.0,105.0,1.489554,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
A,USD,STD,INDL,C,1266.0,31aug1989,ALICO INC,USA,111310.0,100.0,1989,0.073,51.247,37.195,10.51,1.429,12.868,23.378,,,,,7.048,0.109,,111310.0,35.0,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,2.2243578,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,11791.0,31may1990,GRIST MILL CO,USA,1111.0,2060.0,1989,0.0,26.246,17.66,41.074,0.0,5.402,60.02,,,0.395,13.544,4.5,0.535,,1111.0,4.99999952,2060.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1111.0,92.0,1.4612651,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
A,USD,STD,INDL,C,10390.0,31dec1989,TEJON RANCH CO,USA,111335.0,100.0,1989,0.0,21.77,11.407,9.966,0.634,2.256,14.172,,,,1.95,12.682,0.041,,111332.0,44.0,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.4220349,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,9945.0,30jun1989,SPENDTHRIFT FARM INC,USA,112920.0,200.0,1989,0.0,0.058,0.058,2.547,0.0,-2.49,2.638,0.07,,,2.581,14.052,0.003,,112920.0,,700.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,112.0,19.0,1129.0,101.0,1.0357283,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,10982.0,31oct1989,CANAL CAPITAL CORP,USA,112112.0,200.0,1989,0.0,26.256,15.67,12.275,1.367,-0.654,14.751,0.267,,,3.13,4.327,0.025,,453920.0,3.0,5990.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,112.0,19.0,1121.0,97.0,1.2017108,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,8596.0,31aug1989,PIONEER HI-BRED INTERNATIONL,USA,111150.0,100.0,1989,5.971,612.876,400.942,362.077,34.07,173.351,867.295,15.709,,65.714,331.867,31.571,3.85,,111150.0,41.99999714,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1111.0,92.0,2.3953331,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,19965.0,31dec1989,POPE RESOURCES/DE  -LP,USA,113110.0,800.0,1989,0.0,37.147,28.245,6.899,0.777,6.307,20.551,0.288,,,7.345,1.164,0.052,,233210.0,34.75,6552.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,113.0,20.0,1131.0,102.0,2.9788375,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,3702.0,31dec1989,DNA PLANT TECHNOLOGY CORP,USA,111219.0,100.0,1989,,12.235,5.168,6.929,0.0,-4.296,9.684,,,4.106,7.051,20.693,0.17,,541710.0,5.0,8731.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1112.0,93.0,1.3976042,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,13550.0,31dec1989,HAWAIIAN MCADM NT ORCHRD LP,USA,111335.0,100.0,1989,0.041,72.508,68.972,7.049,6.099,4.54,12.551,,,,0.962,7.5,,,111335.0,10.875,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.7805363,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,6395.0,31may1990,RACING CORP AMER,USA,115.0,700.0,1989,2.336,36.32,35.104,2.146,0.112,-2.293,2.102,,,,2.249,4.569,0.658,,115.0,1.125,700.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,115.0,22.0,115.0,21.0,0.97949672,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,12386.0,31dec1989,CONTINENTAL CAN EUROPE,USA,113310.0,2400.0,1989,0.0,1544.0,1006.0,2894.0,0.0,196.0,3362.0,,,,272.0,0.001,18.5,,113310.0,,3411.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.1617138,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,14002.0,31mar1990,NORTHLAND CRANBERRIES  -CL A,USA,111334.0,100.0,1989,0.468,40.339,36.41,3.91,0.279,4.686,8.596,,1.594,0.067,,2.725,0.059,,111334.0,6.5,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,2.1984656,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,4576.0,31dec1989,FARM FISH INC,USA,112511.0,200.0,1989,0.0,3.881,2.22,2.231,0.0,0.623,3.008,,,,0.154,2.689,0.027,,112511.0,,200.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,112.0,19.0,1125.0,100.0,1.3482744,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1989,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1989,0.0,27.018,24.099,1.278,0.0,0.557,2.144,,,,0.309,2.894,,,113310.0,10.0,2400.0,,,,,0.0,1.3010809,1.245778,Canada,National currency per US dollar,Canada,27.36605,1852.91,3.2694991,1066017.6,4106727.0,37132.141,10.522238,2.1216993,671579.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.6776212,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,20.0
I,USD,STD,INDL,C,11033.0,31jul1989,UNIVERSITY GENETICS,USA,115.0,700.0,1989,0.0,0.691,0.552,0.057,0.0,-0.399,0.107,,0.136,0.003,0.449,15.871,0.0,,115.0,0.03125,700.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,115.0,22.0,115.0,21.0,1.877193,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,13097.0,31dec1989,IP TIMBERLANDS  -LP-CL A,USA,113110.0,800.0,1989,0.0,793.896,754.814,60.767,134.422,134.391,229.611,,0.0,,34.453,46.283,0.0,,113110.0,19.875,800.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,250.675053,1852.08,3.4263039,10872856.0,38436032.0,42624.805,10.660192,2.4355454,5641580.0,Matched (3),11,1.0,113.0,20.0,1131.0,102.0,3.7785475,0.86593014,1.0,3.0,0.69288832,0.55668026,0.15033154,0.28773639,0.20768006,3,0.75725698,0.56774825,0.14620407,0.30047357,0.21181987,3,143.0
I,USD,STD,INDL,C,13155.0,31dec1990,MARGO CARIBE INC,USA,111422.0,100.0,1990,0.413,6.778,4.855,4.819,0.0,0.808,7.751,0.148,,,2.124,1.685,0.542,,111422.0,1.625,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,253.373387,1836.18,3.4350965,11077914.0,39439352.0,42804.59,10.664401,2.4458182,5963144.0,Matched (3),11,1.0,111.0,18.0,1114.0,95.0,1.608425,0.86593014,1.0,3.0,0.70305604,0.55363089,0.11140798,0.21773823,0.20305741,3,0.78077823,0.58569092,0.10400777,0.24095991,0.21089922,3,143.0
I,USD,STD,INDL,C,14002.0,31mar1991,NORTHLAND CRANBERRIES  -CL A,USA,111334.0,100.0,1990,0.456,47.346,42.042,4.899,0.336,4.357,9.256,,1.619,0.072,,2.825,0.057,,111334.0,7.0,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,253.373387,1836.18,3.4350965,11077914.0,39439352.0,42804.59,10.664401,2.4458182,5963144.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.8893652,0.86593014,1.0,3.0,0.70305604,0.55363089,0.11140798,0.21773823,0.20305741,3,0.78077823,0.58569092,0.10400777,0.24095991,0.21089922,3,143.0
I,USD,STD,INDL,C,23080.0,31dec1990,SYLVAN INC,USA,111411.0,100.0,1990,0.0,35.253,29.49,58.193,0.395,12.724,78.995,,,0.704,8.078,5.066,1.575,,111411.0,5.375,100.0,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,253.373387,1836.18,3.4350965,11077914.0,39439352.0,42804.59,10.664401,2.4458182,5963144.0,Matched (3),11,1.0,111.0,18.0,1114.0,95.0,1.3574656,0.86593014,1.0,3.0,0.70305604,0.55363089,0.11140798,0.21773823,0.20305741,3,0.78077823,0.58569092,0.10400777,0.24095991,0.21089922,3,143.0
