costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,countrycode,naics,sic,year,intan,ppegt,ppent,cogs,dvt,oibdp,sale,xad,xlr,xrd,xsga,csho,emp,mkvalt,naicsh,prcc_f,sich,isin,loc,xopr,cshoi,duplicate,valuePPP_exp,valuePPP_gdp,country_name,unitofmeasure,country,pop,avh,hc,rgdpna,rnna,gdppc,lngdppc,rel_gdppc,v_gdp,_merge,ind2d,nrind2,ind3d,nrind3,ind4d,nrind4,sale_cogs_ratio,theta_c,n,theta_CDs,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt,theta_Wtime,theta_CM1_ct,theta_CM2_ct,theta_CM2_xt,theta_CM1_kt,theta_CM2_kt,theta_pass,countryind
I,USD,STD,INDL,C,1461.0,31jul1981,AMERICAN FRONTIER EXPL INC,USA,211111.0,1311.0,1981,,0.069,0.062,0.392,0.0,-0.534,0.55,,,,0.692,25.059,0.008,,,0.34399993,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.4030613,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,9998.0,31dec1981,STANDARD METALS CORP,USA,212.0,1000.0,1981,5.857,27.067,22.052,21.697,0.0,0.29,24.461,,,,2.474,3.318,0.63,,,11.75,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,212.0,24.0,212.0,23.0,1.1273909,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,1333.0,30sep1981,ALPHA PETROLEUM EXPLORATION,USA,211111.0,1311.0,1981,0.0,1.252,0.983,0.172,0.0,-0.002,0.528,,,,0.358,11.701,,,,0.125,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.0697675,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,6872.0,31dec1981,MCO RESOURCES INC,USA,211111.0,1311.0,1981,0.0,165.382,131.501,18.915,1.798,47.812,80.769,,,,14.042,25.662,0.243,,,5.875,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,4.270103,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,7466.0,31jan1982,MITCHELL ENERGY & DEV CORP,USA,211111.0,1311.0,1981,0.0,1649.397,1358.346,688.243,11.496,335.993,1064.844,,,,40.608,47.909,3.8,,,20.125,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.5471919,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,8974.0,31dec1981,R & B FALCON CORP,USA,213111.0,1381.0,1981,0.0,1144.329,740.81,300.356,24.532,212.342,530.451,,,,17.753,27.792,4.242,,,25.37499471,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.7660743,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
A,CAD,STD,INDL,C,12198.0,31dec1981,CALFRAC WELL SERVICES LTD,CAN,213111.0,1381.0,1981,0.0,1415.936,1217.181,306.27,36.546,107.065,427.563,,,,14.228,18.273,,,,,,,,,,0.0,1.165351,1.134059,Canada,National currency per US dollar,Canada,24.844974,1844.85,3.1054988,852169.25,3075546.5,30941.74,10.339861,1.767985,368358.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.3960329,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,21.0
A,USD,STD,INDL,C,4430.0,31dec1981,EQT CORP,USA,2111.0,1311.0,1981,0.0,574.214,373.322,314.143,10.784,96.943,411.086,,62.775,,,7.873,2.136,,,35.74998593,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3085952,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
A,USD,STD,INDL,C,6311.0,31dec1981,PRIMEENERGY RESOURCES CORP,USA,211120.0,1311.0,1981,0.0,16.441,10.27,1.541,0.0,2.948,5.53,,,,1.041,2.255,0.034,,,9.5,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.5885789,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,2257.0,31dec1981,BLACK DOME ENERGY CORP,USA,211111.0,1311.0,1981,0.002,1.161,1.062,0.082,0.0,-0.211,0.31,,,0.0,0.439,40.3,0.005,,,0.18699996,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.7804878,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,11606.0,31mar1982,WRIGHT ENERGY CORP,USA,211111.0,1311.0,1981,0.0,10.606,10.29,1.19,0.0,-0.988,1.906,,,0.248,1.704,5.998,0.055,,,2.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.6016806,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,1788.0,31dec1981,ASAMERA INC,CAN,211111.0,1311.0,1981,0.908,88.067,70.386,386.656,3.989,18.446,437.481,,,,32.379,7.177,1.9,,,11.49999905,,,,,,0.0,1.165351,1.134059,Canada,National currency per US dollar,Canada,24.844974,1844.85,3.1054988,852169.25,3075546.5,30941.74,10.339861,1.767985,368358.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.1314476,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,21.0
I,USD,STD,INDL,C,1929.0,31mar1982,AZTEC RESOURCES CORP,USA,211111.0,1311.0,1981,,2.387,2.316,0.053,0.0,-0.091,0.151,,,,0.189,5.248,,,,1.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.8490567,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
A,USD,STD,INDL,C,9993.0,31mar1982,STANDARD ENERGY CORP,USA,211111.0,1311.0,1981,0.0,0.61,0.387,0.614,0.0,1.007,2.852,,,,1.231,12.672,,,,1.875,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,4.6449513,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,2879.0,30jun1981,CENTURY GEOPHYSICAL CORP,USA,212.0,1000.0,1981,0.0,13.267,4.294,10.272,0.0,3.232,16.171,,,1.041,2.667,0.582,0.435,,,8.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,212.0,24.0,212.0,23.0,1.5742795,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,1903.0,31dec1981,AVALON CORP,USA,211111.0,1311.0,1981,0.0,0.0,0.0,4.528,0.0,6.311,10.839,,,0.0,,2.274,0.011,,,4.375,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.3937721,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,1856.0,30jun1981,ATLAS MINERALS INC,USA,212221.0,1040.0,1981,0.0,99.056,54.43,64.139,0.004,21.977,97.679,,,,11.563,2.96,3.081,,,14.75,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.5229268,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,11151.0,31dec1981,GROUP INC (THE),USA,21222.0,1040.0,1981,0.016,15.047,14.194,3.663,0.0,1.405,5.068,,,,,6.765,0.069,,,4.99999905,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.3835654,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,1550.0,31dec1981,AMERICAN RESOURCES MGMT CORP,USA,211111.0,1311.0,1981,0.0,64.899,61.464,0.771,0.0,0.727,2.803,,,,1.305,7.391,0.013,,,9.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.6355383,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,9345.0,31dec1981,SABINE CORP,USA,211111.0,1311.0,1981,0.0,425.484,293.61,45.737,5.412,75.092,163.143,,,,42.314,14.596,0.408,,,35.625,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.5669808,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,CAD,STD,INDL,C,10887.0,30sep1981,UNITED CANSO OIL & GAS-OLD,CAN,211111.0,1311.0,1981,0.0,308.773,271.619,14.047,0.0,16.106,35.24,,,0.0,5.087,6.871,0.197,,,,,,,,,0.0,1.165351,1.134059,Canada,National currency per US dollar,Canada,24.844974,1844.85,3.1054988,852169.25,3075546.5,30941.74,10.339861,1.767985,368358.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.5087206,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,21.0
I,USD,STD,INDL,C,3034.0,30jun1981,CIMARRON CORP-DEL,USA,211111.0,1311.0,1981,0.0,4.28,3.887,1.1,0.0,0.386,2.259,,,,0.773,13.576,0.01,,,2.375,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.0536363,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,11082.0,31dec1981,VALEX PETROLEUM INC,USA,211111.0,1311.0,1981,0.0,7.879,6.926,0.381,0.02,-0.152,0.986,,,,0.757,15.887,0.009,,,2.2499992,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.5879266,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,5896.0,30sep1981,IMPERIAL ENERGY CORP,USA,211111.0,1311.0,1981,0.001,0.518,0.411,0.011,0.0,-0.059,0.017,,0.0,,0.065,24.3,0.0,,,0.09399998,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,232.201617,1828.64,3.354769,8198417.0,30360724.0,34455.938,10.447436,1.9687833,3207041.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.5454545,0.75834715,1.0,3.0,0.68092668,0.58989245,0.22932923,0.44386435,0.40582192,3,0.67887849,0.58864647,0.23074026,0.44519615,0.40549555,3,144.0
I,USD,STD,INDL,C,3067.0,31dec1982,CITIES SERVICE CO,USA,211111.0,1311.0,1982,0.0,5837.199,3460.501,5923.098,123.7,815.202,7356.0,,,17.3,617.7,76.769,13.4,,,49.5,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.2419176,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,CAD,STD,INDL,C,4021.0,31dec1982,DOME MINES LTD,CAN,212221.0,1040.0,1982,0.0,360.542,322.493,87.769,7.76,77.153,182.613,,,,17.691,69.523,1.624,,,,,,,,,0.0,1.214329,1.162604,Canada,National currency per US dollar,Canada,25.140164,1819.9,3.1255405,825188.25,3185758.3,29383.814,10.288199,1.6789664,388181.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,2.0806093,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,21.0
I,CAD,STD,INDL,C,14927.0,31dec1982,ULSTER PETROLEUM LTD,CAN,2111.0,1311.0,1982,0.0,29.778,25.018,0.581,0.0,1.212,2.137,,,,0.344,13.144,,,,2.0,,,,,,0.0,1.214329,1.162604,Canada,National currency per US dollar,Canada,25.140164,1819.9,3.1255405,825188.25,3185758.3,29383.814,10.288199,1.6789664,388181.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.6781411,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,21.0
I,USD,STD,INDL,C,10340.0,31mar1983,TARGET OIL & GAS INC,USA,211111.0,1311.0,1982,0.0,2.854,2.62,0.082,0.0,0.105,0.416,,,,0.229,24.0,0.004,,,0.031,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,5.0731707,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,2084.0,30apr1983,BAUKOL-NOONAN INC,USA,212111.0,1221.0,1982,0.0,23.297,11.866,16.053,1.619,3.962,20.901,,,,0.886,0.498,0.171,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,212.0,24.0,2121.0,109.0,1.3019996,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
A,USD,STD,INDL,C,13312.0,31may1983,BHP GROUP LTD,AUS,212.0,1000.0,1982,71.005,5586.98,4192.297,3259.417,116.966,713.79,3973.207,,1165.694,,,331.875,54.0,,,7.24999638,,,,,,0.0,1.057786,1.04048,Australia,National currency per US dollar,Australia,15.192485,1750.51,3.2519648,486801.0,2626699.5,26176.262,10.172608,1.4956895,189414.0,Matched (3),21,2.0,212.0,24.0,212.0,23.0,1.2189932,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,2.0
I,USD,STD,INDL,C,6464.0,31dec1982,NESS ENERGY INTL INC,USA,211111.0,1311.0,1982,0.0,1.667,1.477,0.194,0.0,-0.06,0.134,,,,,31.033,,,,0.18699998,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,0.69072163,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,9345.0,31dec1982,SABINE CORP,USA,211111.0,1311.0,1982,0.0,398.273,287.064,48.74,5.795,79.599,183.535,,,,55.196,14.579,0.438,,,36.625,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.7655931,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,13827.0,31dec1982,ARGOSY ENERGY INC -OLD,USA,211111.0,1311.0,1982,0.0,1.521,1.366,0.389,0.0,-0.36,0.191,,,,0.162,103.072,0.002,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,0.49100256,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,7039.0,31jan1983,MARION CORP,USA,211111.0,1311.0,1982,0.0,148.022,102.882,362.134,0.0,0.55,379.121,,,,16.437,13.223,0.381,,,3.125,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.046908,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,CAD,STD,INDL,C,10654.0,31dec1982,MADISON OIL CO,USA,2111.0,1311.0,1982,0.0,3.369,2.528,0.221,0.0,0.313,0.829,,,,0.295,3.429,,,,0.87999983,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.7511313,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,9148.0,31jan1983,RIO GRANDE INC,USA,211111.0,1311.0,1982,0.0,19.095,13.862,9.807,0.0,1.823,13.462,,,,1.832,2.45,0.179,,,2.87499868,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3726929,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,8521.0,31dec1982,PETROMINERALS CORP,USA,211111.0,1311.0,1982,0.0,20.339,14.426,13.056,0.0,4.79,19.428,,,,1.582,8.187,0.152,,,1.75,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.4880514,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,10496.0,31dec1982,TEXAS GENERAL RESOURCES INC,USA,211111.0,1311.0,1982,0.0,62.425,55.468,5.154,0.104,-9.709,17.497,,,,22.052,5.465,,,,4.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.394839,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,1976.0,30sep1982,BAKER HUGHES INC,USA,213111.0,1381.0,1982,130.552,1447.998,1064.138,1169.823,52.427,601.943,2535.101,,,38.586,763.335,69.621,25.525,,,18.75,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,2.1670809,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,3924.0,31dec1982,DIAMOND-B INDUSTRIES INC,USA,211111.0,1311.0,1982,0.0,1.531,0.822,0.498,0.0,0.19,0.9,,,0.0,0.212,5.071,0.019,,,0.25,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.8072289,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,10296.0,30jun1982,KESTREL ENERGY INC,USA,211111.0,1311.0,1982,,2.514,2.227,0.177,0.0,-0.467,0.236,,,,0.526,6.587,0.008,,,0.28099994,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3333334,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,USD,STD,INDL,C,3254.0,31mar1983,COMMODORE RESOURCES CORP,USA,211111.0,1311.0,1982,0.0,1.814,0.051,0.005,0.0,-0.791,0.02,,,,0.806,8.457,0.005,,,0.25,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,234.583152,1809.88,3.363879,8050598.0,31041684.0,33518.695,10.419859,1.91523,3343789.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,4.0,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,144.0
I,CAD,STD,INDL,C,11650.0,30jun1982,YELLOWKNIFE BEAR RESOURCES,CAN,211111.0,1311.0,1982,0.0,,20.02,2.472,0.379,1.808,4.916,,0.246,,0.636,4.83,,,,,,,,,,0.0,1.214329,1.162604,Canada,National currency per US dollar,Canada,25.140164,1819.9,3.1255405,825188.25,3185758.3,29383.814,10.288199,1.6789664,388181.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.9886731,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,21.0
I,CAD,STD,INDL,C,9702.0,31dec1982,SIGMA MINES (QUEBEC) LTD,CAN,21222.0,1040.0,1982,0.0,39.387,32.961,19.683,2.24,9.665,32.694,,,,3.346,8.0,0.441,,,18.25,,,,,,0.0,1.214329,1.162604,Canada,National currency per US dollar,Canada,25.140164,1819.9,3.1255405,825188.25,3185758.3,29383.814,10.288199,1.6789664,388181.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.6610273,0.75834715,1.0,3.0,0.67274183,0.57548809,0.22338182,0.38111371,0.34853277,3,0.67169726,0.57516772,0.22367975,0.3833499,0.34881583,3,21.0
