MSN,YYYYMM,Value,Column_Order,Description,Unit
MGTCAUS,200812,6.816,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200813,12.673,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200901,7.183,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200902,7.696,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200903,7.758,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200904,8.153,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200905,8.928,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200906,10.256,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200907,9.939,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200908,10.234,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200909,10.033,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200910,9.974,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200911,10.333,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200912,10.206,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,200913,9.235,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201001,10.631,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201002,10.36,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201003,10.775,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201004,11.049,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201005,11.075,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201006,10.583,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201007,10.581,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201008,10.612,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201009,10.45,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201010,10.775,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201011,10.982,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201012,11.463,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201013,10.78,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201101,11.824,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201102,12.051,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201103,13.342,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201104,14.248,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201105,14.619,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201106,13.793,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201107,13.597,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201108,13.475,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201109,13.396,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201110,12.9,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201111,12.742,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201112,12.237,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201113,13.192,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201201,12.618,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201202,13.2,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201203,14.171,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201204,14.338,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201205,13.86,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201206,13.024,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201207,12.683,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201208,13.538,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201209,14.012,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201210,13.77,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201211,12.765,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201212,12.236,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201213,13.353,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201301,12.28,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201302,13.4,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201303,13.522,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201304,13.018,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201305,13.12,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201306,13.128,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201307,13.101,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201308,12.982,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201309,12.818,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201310,12.205,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201311,11.788,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201312,11.871,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201313,12.77,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201401,11.989,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201402,12.1,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201403,12.613,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201404,13.017,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201405,13.069,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201406,13.062,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201407,12.858,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201408,12.356,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201409,12.078,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201410,11.332,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201411,10.353,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201412,9.256,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201413,12.011,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201501,7.712,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201502,8.167,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201503,8.948,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201504,8.934,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201505,9.891,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201506,10.055,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201507,10.068,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201508,9.566,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201509,8.597,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201510,8.231,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201511,7.87,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201512,7.462,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201513,8.795,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201601,7.133,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201602,6.423,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201603,7.051,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201604,7.626,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201605,8.038,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201606,8.349,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201607,7.897,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201608,7.651,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201609,7.809,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201610,7.919,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201611,7.732,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201612,7.877,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201613,7.63,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201701,8.246,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201702,8.052,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201703,8.135,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201704,8.427,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201705,8.314,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201706,8.144,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201707,7.959,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201708,8.247,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201709,9.052,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201710,8.576,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201711,8.788,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201712,8.5,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201713,8.372,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201801,8.704,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201802,8.784,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201803,8.761,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201804,9.271,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201805,9.787,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201806,9.795,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201807,9.662,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201808,9.62,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201809,9.646,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201810,9.678,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201811,9.011,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201812,8.2,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201813,9.247,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201901,7.768,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201902,7.933,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201903,8.569,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201904,9.415,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201905,9.619,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201906,9.133,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201907,9.189,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201908,8.801,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201909,8.723,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201910,8.855,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201911,8.685,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201912,8.58,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,201913,8.773,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,202001,8.479,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,202002,8.131,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,202003,7.518,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,202004,6.31,3,Cost of Motor Gasoline,Dollars per Million Btu
MGTCAUS,202005,6.31,3,Cost of Motor Gasoline,Dollars per Million Btu
D2RCOUS,196013,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196113,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196213,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196313,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196413,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196513,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196613,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196713,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196813,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,196913,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197013,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197113,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197213,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197313,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197413,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197513,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197613,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197713,Not Available,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197813,0.752,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,197913,0.97,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198013,1.182,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198113,1.314,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198213,1.202,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198313,1.082,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198413,1.05,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198513,0.979,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198613,0.763,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198713,0.707,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198813,0.687,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,198913,0.726,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199013,0.813,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199113,0.748,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199213,0.666,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199313,0.63,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199413,0.596,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199501,0.578,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199502,0.579,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199503,0.572,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199504,0.562,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199505,0.568,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199506,0.555,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199507,0.538,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199508,0.528,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199509,0.537,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199510,0.547,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199511,0.562,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199512,0.593,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199513,0.569,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199601,0.613,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199602,0.619,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199603,0.636,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199604,0.649,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199605,0.625,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199606,0.581,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199607,0.56,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199608,0.56,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199609,0.599,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199610,0.648,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199611,0.665,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199612,0.678,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199613,0.63,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199701,0.678,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199702,0.659,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199703,0.635,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199704,0.619,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199705,0.602,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199706,0.576,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199707,0.55,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199708,0.54,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199709,0.55,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199710,0.571,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199711,0.583,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199712,0.582,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199713,0.613,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199801,0.572,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199802,0.566,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199803,0.552,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199804,0.54,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199805,0.521,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199806,0.498,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199807,0.476,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199808,0.462,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199809,0.471,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199810,0.479,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199811,0.487,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199812,0.481,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199813,0.523,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199901,0.49,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199902,0.486,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199903,0.491,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199904,0.499,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199905,0.493,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199906,0.486,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199907,0.489,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199908,0.5,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199909,0.537,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199910,0.564,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199911,0.595,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199912,0.621,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,199913,0.526,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200001,0.745,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200002,0.839,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200003,0.724,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200004,0.687,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200005,0.683,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200006,0.675,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200007,0.666,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200008,0.689,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200009,0.76,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200010,0.785,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200011,0.802,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200012,0.811,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200013,0.761,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200101,0.792,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200102,0.764,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200103,0.734,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200104,0.72,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200105,0.703,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200106,0.676,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200107,0.64,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200108,0.644,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200109,0.659,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200110,0.643,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200111,0.626,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200112,0.611,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200113,0.706,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200201,0.619,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200202,0.61,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200203,0.615,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200204,0.621,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200205,0.608,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200206,0.588,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200207,0.571,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200208,0.574,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200209,0.607,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200210,0.633,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200211,0.651,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200212,0.684,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200213,0.628,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200301,0.733,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200302,0.824,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200303,0.836,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200304,0.732,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200305,0.69,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200306,0.662,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200307,0.633,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200308,0.637,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200309,0.641,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200310,0.668,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200311,0.695,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200312,0.728,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200313,0.736,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200401,0.766,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200402,0.773,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200403,0.757,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200404,0.754,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200405,0.755,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200406,0.742,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200407,0.756,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200408,0.792,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200409,0.841,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200410,0.947,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200411,0.957,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200412,0.942,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200413,0.819,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200501,0.948,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200502,0.962,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200503,1.004,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200504,1.011,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200505,0.986,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200506,1.022,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200507,1.045,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200508,1.112,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200509,1.219,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200510,1.226,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200511,1.175,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200512,1.175,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200513,1.051,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200601,1.177,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200602,1.164,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200603,1.178,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200604,1.204,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200605,1.219,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200606,1.211,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200607,1.209,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200608,1.226,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200609,1.174,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200610,1.141,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200611,1.163,4,Cost of Residential Heating Oil,Dollars per Gallon
D2RCOUS,200612,1.179,4,Cost of Residential Heating Oil,Dollars per Gallon
