MSN,YYYYMM,Value,Column_Order,Description,Unit
D2RCAUS,201001,9.194,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201002,8.842,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201003,9.134,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201004,9.218,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201005,8.999,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201006,8.677,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201007,8.546,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201008,8.577,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201009,8.717,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201010,9.214,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201011,9.642,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201012,10.162,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201013,9.252,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201101,10.644,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201102,11.107,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201103,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201104,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201105,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201106,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201107,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201108,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201109,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201110,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201111,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201112,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201113,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201201,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201202,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201203,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201204,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201205,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201206,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201207,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201208,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201209,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201210,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201211,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201212,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201213,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201301,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201302,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201303,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201304,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201305,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201306,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201307,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201308,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201309,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201310,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201311,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201312,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201313,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201401,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201402,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201403,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201404,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201405,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201406,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201407,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201408,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201409,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201410,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201411,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201412,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201413,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201501,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201502,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201503,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201504,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201505,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201506,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201507,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201508,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201509,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201510,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201511,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201512,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201513,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201601,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201602,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201603,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201604,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201605,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201606,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201607,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201608,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201609,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201610,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201611,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201612,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201613,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201701,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201702,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201703,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201704,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201705,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201706,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201707,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201708,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201709,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201710,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201711,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201712,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201713,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201801,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201802,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201803,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201804,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201805,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201806,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201807,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201808,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201809,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201810,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201811,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201812,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201813,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201901,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201902,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201903,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201904,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201905,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201906,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201907,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201908,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201909,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201910,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201911,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201912,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,201913,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,202001,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,202002,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,202003,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,202004,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
D2RCAUS,202005,Not Available,5,Cost of Residential Heating Oil,Dollars per Million Btu
NGRCOUS,196013,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196113,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196213,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196313,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196413,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196513,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196613,Not Available,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196713,3.114,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196813,2.989,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,196913,2.861,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197013,2.809,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197113,2.84,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197213,2.895,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197313,2.905,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197413,2.901,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197513,3.178,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197613,3.48,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197713,3.878,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197813,3.926,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,197913,4.105,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198013,4.466,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198113,4.719,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198213,5.358,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198313,6.084,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198413,5.89,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198513,5.688,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198613,5.319,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198713,4.877,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198813,4.624,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,198913,4.548,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199013,4.438,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199113,4.273,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199213,4.198,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199313,4.263,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199413,4.325,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199501,3.892,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199502,3.817,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199503,3.857,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199504,3.989,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199505,4.297,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199506,4.911,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199507,5.128,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199508,5.317,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199509,5.046,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199510,4.307,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199511,3.652,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199512,3.609,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199513,3.976,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199601,3.653,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199602,3.757,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199603,3.809,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199604,4.012,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199605,4.368,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199606,4.997,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199607,5.503,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199608,5.55,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199609,5.063,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199610,4.454,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199611,4.016,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199612,4.079,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199613,4.043,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199701,4.236,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199702,4.254,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199703,4.075,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199704,4.076,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199705,4.266,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199706,5.178,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199707,5.47,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199708,5.591,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199709,5.484,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199710,4.759,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199711,4.248,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199712,4.055,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199713,4.324,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199801,3.967,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199802,3.959,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199803,3.878,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199804,4.191,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199805,4.73,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199806,5.221,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199807,5.227,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199808,5.661,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199809,5.477,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199810,4.634,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199811,4.012,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199812,3.868,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199813,4.184,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199901,3.652,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199902,3.824,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199903,3.673,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199904,3.875,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199905,4.392,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199906,4.934,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199907,5.297,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199908,5.47,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199909,5.14,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199910,4.495,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199911,4.248,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199912,3.868,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,199913,4.016,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200001,3.774,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200002,3.852,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200003,4.036,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200004,4.197,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200005,4.816,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200006,5.51,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200007,5.972,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200008,6.001,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200009,5.815,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200010,5.425,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200011,4.928,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200012,4.92,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200013,4.506,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200101,5.78,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200102,5.836,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200103,5.59,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200104,5.743,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200105,6.269,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200106,6.506,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200107,6.321,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200108,6.135,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200109,5.704,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200110,4.637,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200111,4.498,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200112,4.131,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200113,5.438,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200201,4.167,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200202,4.066,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200203,3.971,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200204,4.26,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200205,4.75,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200206,5.325,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200207,5.725,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200208,5.778,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200209,5.652,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200210,4.749,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200211,4.407,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200212,4.35,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200213,4.386,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200301,4.502,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200302,4.686,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200303,5.304,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200304,5.539,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200305,5.88,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200306,6.576,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200307,6.933,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200308,6.956,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200309,6.647,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200310,5.751,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200311,5.295,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200312,5.16,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200313,5.234,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200401,5.243,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200402,5.29,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200403,5.352,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200404,5.606,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200405,6.15,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200406,6.895,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200407,7.149,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200408,7.251,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200409,7.009,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200410,6.124,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200411,5.99,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200412,5.828,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200413,5.691,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200501,5.716,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200502,5.667,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200503,5.608,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200504,6.105,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
NGRCOUS,200505,6.553,6,Cost of Residential Natural Gas,Dollars per Thousand Cubic Feet
