Country,Regioncode,Region,Variable,Year,AGR,MIN,MAN,PU,CON,WRT,TRA,FIRE,GOV,OTH,SUM
BWA,SSA,Sub-saharan Africa,VA,1985,104.1833871301058,905.9644471874675,133.5500656853777,39.21315703464754,112.3621929734778,169.4438978248635,59.49046376087222,62.99555160758908,252.5439952662076,65.57523538351322,1905.322393854122
BWA,SSA,Sub-saharan Africa,VA,1986,116.1101048487037,1364.059336961717,191.5348517104378,52.74123918179868,110.7471306514771,245.8802640683261,79.5999162997586,88.29200076224078,299.4305761128643,83.92068813961514,2632.31610873694
BWA,SSA,Sub-saharan Africa,VA,1987,126.1951970372241,1479.425145599718,258.9267439789252,65.99510344758865,152.6233894290669,270.0652080750468,70.74218125286816,142.3521337145547,393.7553446396678,112.0243604468351,3072.104807621496
BWA,SSA,Sub-saharan Africa,VA,1988,235.0264962194305,2048.073922900894,296.709383809084,97.80437768548457,213.649672881808,317.9872267550302,117.1854406879153,176.6245621089068,517.4991442859421,136.6150737156526,4157.175301050148
BWA,SSA,Sub-saharan Africa,VA,1989,252.3991438356165,2556.129571174316,377.8317125386148,122.066229737483,335.47490249478,470.8668950721787,155.5310948154585,248.7808986375323,679.2529521428272,179.3166098015668,5377.650010250372
BWA,SSA,Sub-saharan Africa,VA,1990,280.7166523972603,2493.115162185679,423.2812237599898,136.3213690234347,497.1128100604467,722.5832439246631,182.9777586064218,324.3974093167581,818.2490832308422,236.7821676406594,6115.536880146155
BWA,SSA,Sub-saharan Africa,VA,1991,303.1157106164383,2646.94951855548,472.6487962935523,160.6079026217228,580.0876370411306,806.7508980722124,232.7883706715033,432.6964589311858,1073.262558121932,286.5254777422126,6995.43332866737
BWA,SSA,Sub-saharan Africa,VA,1992,333.4363869863014,2690.939085486073,537.4274099883856,178.4532251352476,678.731981411069,725.2577301312207,285.1403404950074,517.2141116959956,1234.011941173024,343.890746649649,7524.502959151972
BWA,SSA,Sub-saharan Africa,VA,1993,404.5488441780822,2624.928330215864,567.3420441347271,219.2182688306283,634.2796648359385,771.8252546689304,349.7458435157467,673.254020517812,1487.193209117009,409.2926611359285,8141.628141150666
BWA,SSA,Sub-saharan Africa,VA,1994,425.4,3369.7,557.5,255.1,764.3,1030.5,424.6,907.3994295743709,1773.1,475.2,9982.799429574372
BWA,SSA,Sub-saharan Africa,VA,1995,608.2,3975.1,698.1,270.5,812.5,1275.7,491.7,1099.147659201237,1995.3,560.2,11786.44765920124
BWA,SSA,Sub-saharan Africa,VA,1996,594.8,5175.6,904.8,289.7,950.4,1731.6,518.9,1347.386050455694,2223.4,650.7,14387.28605045569
BWA,SSA,Sub-saharan Africa,VA,1997,649.3,5923.3,1041,329.4,1081.1,1822.7,626.2,1441.028193537255,2760.7,698.6,16373.32819353726
BWA,SSA,Sub-saharan Africa,VA,1998,641.1,5932.2,1258.8,401.9,1222.4,2079.5,699,1760.334027966198,3238.6,771,18004.8340279662
BWA,SSA,Sub-saharan Africa,VA,1999,758.5,7986.7,1410.9,474.8,1489.9,2738.1,848.5,2022.731837958039,3925.1,902.1,22557.33183795804
BWA,SSA,Sub-saharan Africa,VA,2000,825.3,10024.1,1661.7,512.6,1474.6,2968.8,969.2,2477.634308025444,4313.5,1042.2,26269.63430802545
BWA,SSA,Sub-saharan Africa,VA,2001,830.6,10418.2,1872.7,570.3,1494,3428.5,1049.9,2876.575498301304,4788.5,1283.3,28612.57549830131
BWA,SSA,Sub-saharan Africa,VA,2002,834.8,10090.3,2084.6,680,2276.2,4105.6,1155.9,3216.772054434691,5177.4,1511,31132.57205443469
BWA,SSA,Sub-saharan Africa,VA,2003,1012.2,9725.799999999999,2121.4,776.7,2106.1,4813.6,1255.3,3607.209106311523,5684.4,1745.5,32848.20910631152
BWA,SSA,Sub-saharan Africa,VA,2004,949.9,10801.5,2334.8,806.8,2376.3,5116.3,1449.4,3988.915473973255,6151.8,2110.2,36085.91547397326
BWA,SSA,Sub-saharan Africa,VA,2005,927.9,16105.1,2512,714.9,2417.8,5498.9,1825,4471.826586518924,7195.5,2544.4,44213.32658651892
BWA,SSA,Sub-saharan Africa,VA,2006,1210.7,19019,3123.1,785.1,2838,7032.3,2250.5,4572.094727380047,7818.5,2938.9,51588.19472738005
BWA,SSA,Sub-saharan Africa,VA,2007,1504.7,19567.7,4206.6,751.5,3544.1,8243.6,2697.3,5359.804338208447,8887.4,3255.8,58018.50433820845
BWA,SSA,Sub-saharan Africa,VA,2008,1887.5,19789.8,4278.9,654.1,3726.9,10047.1,3303.8,6566.730798004066,10899.5,3847.4,65001.73079800406
BWA,SSA,Sub-saharan Africa,VA,2009,2071,10063.2,4662.3,353,4495,11162.8,3992.9,6932.06232710843,12353.8,4593.3,60679.36232710844
BWA,SSA,Sub-saharan Africa,VA,2010,2717.3,22868.2,5548.3,310.3,5056.1,13084.3,4470.8,8262.297954636808,14477.1,5242.7,82037.39795463681
BWA,SSA,Sub-saharan Africa,VA,2011,,,,,,,,,,,
BWA,SSA,Sub-saharan Africa,VA_Q05,1960,,,,,,,,,,,
