countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
ABW,1994,1158,709,400,1915,1799,2381,2159.521229605557,1298.132185903158,660.1858684384987,3984.589242154159,4000.977978404123,3776.366065547114,.0767,1.79,1.79,697,1298.132266798222,.035939999,
ABW,1995,1193,736,472,2006,2044,2364,2315.006641099125,1202.070361047566,676.0303069624878,4116.080516201877,4157.016185117895,3871.030765652525,.080324,1.79,1.79,669,1202.070420344969,.038095742,
ABW,1996,1321,703,498,2140,2191,2470,2326.581610803848,1376.370633820625,852.4741966744842,4227.214544260885,4356.553299122997,3919.228504557505,.0832,1.79,1.79,648,1376.370660218575,.039933756,
ABW,1997,1367,830,647,2263,2365,2742,2505.728489690979,1538.782346406472,846.5069030397362,4354.031341543187,4509.032566579573,4225.493597985568,.085451,1.79,1.79,774,1538.782283574389,.041501001,
ABW,1998,1500,945,655,2374,2493,2981,2615.980503189438,1515.700585430872,851.5858985672083,4419.341367401154,4612.73992250708,4507.191299828473,.087277,1.79,1.79,852,1515.700670127262,.041681252,
ABW,1999,1602.36,952.2099999999999,673.9599999999999,2465.48,2610.2,3083.81,2610.748640856163,1251.968738804391,888.2041265206934,4264.664618013853,4013.083720018522,4559.225676252326,.089005,1.79,1.79,899.12,1251.968696813826,.041785933,
ABW,2000,1656.19,854.9399999999999,718.3,2494.52,2370.47,3353.48,2610.748597183338,1135.535662804759,950.378441881061,4132.460064928769,3876.639201766824,4765.031664931437,.090853,1.79,1.79,806.41,1071.077869607675,.041917998,
ABW,2001,1712.129817,814.6899999999999,843.3,2422.8557,2355.7,3437.275517,2623.802370607103,1051.505929395043,1084.381783719726,3901.0425278032,3744.833381834197,4623.678435642488,.092898,1.79,1.79,767.61,1051.505925007948,.04350448,
ABW,2002,1820.499896,935.1645599999999,874.0699999999999,2256.1851,2411.36,3474.559556,2699.892499318642,1168.22315893432,1087.634941526256,3518.740048939469,3711.129650940562,4471.639759722105,.094992,1.79,1.79,881.75,1168.223149396601,.045142554,
ABW,2003,1947.260479,1056.77,894.42,2283.2694,2563.58,3618.136997,2786.289285651237,1273.363294622727,1073.495674449586,3434.290192914085,3803.907780297812,4561.157916515317,.097017,1.79,1.79,980.01,1273.363249284239,.046776343,
ABW,2004,2055.84,1148.34,923.74,2595.81,2735.11,3988.61,2850.373686941836,1328.117924548553,1083.157155910602,3777.719539974959,3891.397890404572,4922.072184148119,.098737,1.79,1.79,1073.34,1328.117894792739,.048289001,
ABW,2005,2198.56,1400.84,964.6899999999999,2860.16,3251.76,4172.5,2970.089441475397,1552.5696400469,1054.995014580089,4038.382105862277,4459.54186837098,4981.750744420282,.100031,1.79,1.79,1338.58,1552.569692230593,.049614172,
ABW,2006,2363,1526,983,2858,3390,4340,3026.521185004748,1641.066140165541,1079.259975954208,3864.73151506349,4455.082378440366,5034.324898693822,.100832,1.79,1.79,1526,1641.066140165541,.050709322,
ABW,2007,2643,1522,1014,3097,3595,4681,3144.595401329983,1684.809200438665,1131.782750843094,3755.790588100761,4513.787898540583,5136.631101054232,.10122,1.79,1.79,1522,1684.809200438665,.051605001,
