location,country,sex,v4,age,v6,var,variant,time,v10,unitcode,unit,powercodecode,powercode,referenceperiodcode,referenceperiod,value,flagcodes,flags
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1950,1950,PER,Persons,3,Thousands,,,49113.559,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1951,1951,PER,Persons,3,Thousands,,,49433.91,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1952,1952,PER,Persons,3,Thousands,,,49727.52,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1953,1953,PER,Persons,3,Thousands,,,50008.039,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1954,1954,PER,Persons,3,Thousands,,,50344.648,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1955,1955,PER,Persons,3,Thousands,,,50703.352,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1956,1956,PER,Persons,3,Thousands,,,51140.559,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1957,1957,PER,Persons,3,Thousands,,,51630.25,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1958,1958,PER,Persons,3,Thousands,,,52225.801,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1959,1959,PER,Persons,3,Thousands,,,52766.141,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1960,1960,PER,Persons,3,Thousands,,,53271.629,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1961,1961,PER,Persons,3,Thousands,,,53808.27,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1962,1962,PER,Persons,3,Thousands,,,54855.051,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1963,1963,PER,Persons,3,Thousands,,,55725.961,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1964,1964,PER,Persons,3,Thousands,,,56592.262,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1965,1965,PER,Persons,3,Thousands,,,57446.59,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1966,1966,PER,Persons,3,Thousands,,,58376.359,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1967,1967,PER,Persons,3,Thousands,,,59341.02,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1968,1968,PER,Persons,3,Thousands,,,60321.352,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1969,1969,PER,Persons,3,Thousands,,,61314.391,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1970,1970,PER,Persons,3,Thousands,,,62415.18,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1971,1971,PER,Persons,3,Thousands,,,63576.75,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1972,1972,PER,Persons,3,Thousands,,,64805.961,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1973,1973,PER,Persons,3,Thousands,,,66005.641,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1974,1974,PER,Persons,3,Thousands,,,67187.156,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1975,1975,PER,Persons,3,Thousands,,,68355.18,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1976,1976,PER,Persons,3,Thousands,,,69589.688,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1977,1977,PER,Persons,3,Thousands,,,70782.156,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1978,1978,PER,Persons,3,Thousands,,,71968.969,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1979,1979,PER,Persons,3,Thousands,,,73139.977,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1980,1980,PER,Persons,3,Thousands,,,73815.594,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1981,1981,PER,Persons,3,Thousands,,,74748.656,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1982,1982,PER,Persons,3,Thousands,,,75567.953,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1983,1983,PER,Persons,3,Thousands,,,76337.453,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1984,1984,PER,Persons,3,Thousands,,,77150.453,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1985,1985,PER,Persons,3,Thousands,,,77963.578,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1986,1986,PER,Persons,3,Thousands,,,78852.773,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1987,1987,PER,Persons,3,Thousands,,,79521.609,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1988,1988,PER,Persons,3,Thousands,,,80137.047,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1989,1989,PER,Persons,3,Thousands,,,80699.398,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1990,1990,PER,Persons,3,Thousands,,,81427.727,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1991,1991,PER,Persons,3,Thousands,,,82321.188,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1992,1992,PER,Persons,3,Thousands,,,83419.227,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1993,1993,PER,Persons,3,Thousands,,,84428.891,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1994,1994,PER,Persons,3,Thousands,,,85487.133,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1995,1995,PER,Persons,3,Thousands,,,86641.609,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1996,1996,PER,Persons,3,Thousands,,,87823.031,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1997,1997,PER,Persons,3,Thousands,,,89154.344,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1998,1998,PER,Persons,3,Thousands,,,90480.477,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1999,1999,PER,Persons,3,Thousands,,,91801.023,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2000,2000,PER,Persons,3,Thousands,,,93124.383,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2001,2001,PER,Persons,3,Thousands,,,94342.438,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2002,2002,PER,Persons,3,Thousands,,,95472.344,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2003,2003,PER,Persons,3,Thousands,,,96431.5,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2004,2004,PER,Persons,3,Thousands,,,97610.906,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2005,2005,PER,Persons,3,Thousands,,,98794.18,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2006,2006,PER,Persons,3,Thousands,,,99965.438,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2007,2007,PER,Persons,3,Thousands,,,100945.2,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2008,2008,PER,Persons,3,Thousands,,,101769.8,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2009,2009,PER,Persons,3,Thousands,,,102560.4,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2010,2010,PER,Persons,3,Thousands,,,103345.4,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2011,2011,PER,Persons,3,Thousands,,,104107.3,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2012,2012,PER,Persons,3,Thousands,,,104473.8,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2013,2013,PER,Persons,3,Thousands,,,104930.7,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2014,2014,PER,Persons,3,Thousands,,,105399.8,B,Break
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2015,2015,PER,Persons,3,Thousands,,,105648.9,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2016,2016,PER,Persons,3,Thousands,,,106062.8,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2017,2017,PER,Persons,3,Thousands,,,106402,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2018,2018,PER,Persons,3,Thousands,,,106717.6,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2019,2019,PER,Persons,3,Thousands,,,107013.8,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2020,2020,PER,Persons,3,Thousands,,,107257.3,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2021,2021,PER,Persons,3,Thousands,,,107526,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2022,2022,PER,Persons,3,Thousands,,,107772.3,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2023,2023,PER,Persons,3,Thousands,,,108014.7,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2024,2024,PER,Persons,3,Thousands,,,108209.7,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2025,2025,PER,Persons,3,Thousands,,,108363.8,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2026,2026,PER,Persons,3,Thousands,,,108588.2,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2027,2027,PER,Persons,3,Thousands,,,108959.7,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2028,2028,PER,Persons,3,Thousands,,,109366.3,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2029,2029,PER,Persons,3,Thousands,,,109806.2,,
USA,United States,MA,Males,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2030,2030,PER,Persons,3,Thousands,,,110310.7,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1950,1950,PER,Persons,3,Thousands,,,49763.531,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1951,1951,PER,Persons,3,Thousands,,,50140.359,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1952,1952,PER,Persons,3,Thousands,,,50536.43,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1953,1953,PER,Persons,3,Thousands,,,50917.34,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1954,1954,PER,Persons,3,Thousands,,,51325.539,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1955,1955,PER,Persons,3,Thousands,,,51749.309,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1956,1956,PER,Persons,3,Thousands,,,52251.691,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1957,1957,PER,Persons,3,Thousands,,,52802.551,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1958,1958,PER,Persons,3,Thousands,,,53476.621,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1959,1959,PER,Persons,3,Thousands,,,54076.352,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1960,1960,PER,Persons,3,Thousands,,,54647.762,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1961,1961,PER,Persons,3,Thousands,,,55240.32,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1962,1962,PER,Persons,3,Thousands,,,56322.23,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1963,1963,PER,Persons,3,Thousands,,,57272.961,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1964,1964,PER,Persons,3,Thousands,,,58222.141,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1965,1965,PER,Persons,3,Thousands,,,59154.691,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1966,1966,PER,Persons,3,Thousands,,,60169.68,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1967,1967,PER,Persons,3,Thousands,,,61241.18,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1968,1968,PER,Persons,3,Thousands,,,62334.578,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1969,1969,PER,Persons,3,Thousands,,,63422.82,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1970,1970,PER,Persons,3,Thousands,,,64591.801,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1971,1971,PER,Persons,3,Thousands,,,65788.023,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1972,1972,PER,Persons,3,Thousands,,,67023.383,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1973,1973,PER,Persons,3,Thousands,,,68218.938,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1974,1974,PER,Persons,3,Thousands,,,69402.797,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1975,1975,PER,Persons,3,Thousands,,,70560.227,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1976,1976,PER,Persons,3,Thousands,,,71791.398,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1977,1977,PER,Persons,3,Thousands,,,72968.094,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1978,1978,PER,Persons,3,Thousands,,,74158.93,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1979,1979,PER,Persons,3,Thousands,,,75327.102,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1980,1980,PER,Persons,3,Thousands,,,76411.758,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1981,1981,PER,Persons,3,Thousands,,,77243.023,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1982,1982,PER,Persons,3,Thousands,,,77978.68,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1983,1983,PER,Persons,3,Thousands,,,78625.211,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1984,1984,PER,Persons,3,Thousands,,,79313.844,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1985,1985,PER,Persons,3,Thousands,,,80010.133,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1986,1986,PER,Persons,3,Thousands,,,80737.391,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1987,1987,PER,Persons,3,Thousands,,,81281.844,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1988,1988,PER,Persons,3,Thousands,,,81787.367,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1989,1989,PER,Persons,3,Thousands,,,82216.383,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1990,1990,PER,Persons,3,Thousands,,,82801.719,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1991,1991,PER,Persons,3,Thousands,,,83603,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1992,1992,PER,Persons,3,Thousands,,,84534.094,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1993,1993,PER,Persons,3,Thousands,,,85491.25,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1994,1994,PER,Persons,3,Thousands,,,86505.07,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1995,1995,PER,Persons,3,Thousands,,,87595.758,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1996,1996,PER,Persons,3,Thousands,,,88724.289,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1997,1997,PER,Persons,3,Thousands,,,90003.633,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1998,1998,PER,Persons,3,Thousands,,,91274.039,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1999,1999,PER,Persons,3,Thousands,,,92485.953,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2000,2000,PER,Persons,3,Thousands,,,93688.633,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2001,2001,PER,Persons,3,Thousands,,,94885.969,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2002,2002,PER,Persons,3,Thousands,,,96067.617,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2003,2003,PER,Persons,3,Thousands,,,97184.25,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2004,2004,PER,Persons,3,Thousands,,,98339.273,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2005,2005,PER,Persons,3,Thousands,,,99553.578,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2006,2006,PER,Persons,3,Thousands,,,100733.7,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2007,2007,PER,Persons,3,Thousands,,,101778.7,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2008,2008,PER,Persons,3,Thousands,,,102639.2,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2009,2009,PER,Persons,3,Thousands,,,103500.4,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2010,2010,PER,Persons,3,Thousands,,,104319.9,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2011,2011,PER,Persons,3,Thousands,,,105071.8,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2012,2012,PER,Persons,3,Thousands,,,105349.2,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2013,2013,PER,Persons,3,Thousands,,,105742.7,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2014,2014,PER,Persons,3,Thousands,,,106146.1,B,Break
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2015,2015,PER,Persons,3,Thousands,,,106037.5,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2016,2016,PER,Persons,3,Thousands,,,106319.8,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2017,2017,PER,Persons,3,Thousands,,,106531.3,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2018,2018,PER,Persons,3,Thousands,,,106705.8,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2019,2019,PER,Persons,3,Thousands,,,106848.8,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2020,2020,PER,Persons,3,Thousands,,,106938.8,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2021,2021,PER,Persons,3,Thousands,,,107045,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2022,2022,PER,Persons,3,Thousands,,,107124.6,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2023,2023,PER,Persons,3,Thousands,,,107205.9,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2024,2024,PER,Persons,3,Thousands,,,107242.9,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2025,2025,PER,Persons,3,Thousands,,,107239.6,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2026,2026,PER,Persons,3,Thousands,,,107287.7,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2027,2027,PER,Persons,3,Thousands,,,107484,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2028,2028,PER,Persons,3,Thousands,,,107713.1,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2029,2029,PER,Persons,3,Thousands,,,107977.2,,
USA,United States,FE,Females,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,2030,2030,PER,Persons,3,Thousands,,,108318.5,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1950,1950,PER,Persons,3,Thousands,,,98877.094,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1951,1951,PER,Persons,3,Thousands,,,99574.273,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1952,1952,PER,Persons,3,Thousands,,,100264,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1953,1953,PER,Persons,3,Thousands,,,100925.4,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1954,1954,PER,Persons,3,Thousands,,,101670.2,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1955,1955,PER,Persons,3,Thousands,,,102452.7,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1956,1956,PER,Persons,3,Thousands,,,103392.3,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1957,1957,PER,Persons,3,Thousands,,,104432.8,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1958,1958,PER,Persons,3,Thousands,,,105702.4,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1959,1959,PER,Persons,3,Thousands,,,106842.5,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1960,1960,PER,Persons,3,Thousands,,,107919.4,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1961,1961,PER,Persons,3,Thousands,,,109048.6,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1962,1962,PER,Persons,3,Thousands,,,111177.3,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1963,1963,PER,Persons,3,Thousands,,,112998.9,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1964,1964,PER,Persons,3,Thousands,,,114814.4,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1965,1965,PER,Persons,3,Thousands,,,116601.3,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1966,1966,PER,Persons,3,Thousands,,,118546,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1967,1967,PER,Persons,3,Thousands,,,120582.2,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1968,1968,PER,Persons,3,Thousands,,,122655.9,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1969,1969,PER,Persons,3,Thousands,,,124737.2,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1970,1970,PER,Persons,3,Thousands,,,127007,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1971,1971,PER,Persons,3,Thousands,,,129364.8,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1972,1972,PER,Persons,3,Thousands,,,131829.3,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1973,1973,PER,Persons,3,Thousands,,,134224.59,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1974,1974,PER,Persons,3,Thousands,,,136590,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1975,1975,PER,Persons,3,Thousands,,,138915.41,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1976,1976,PER,Persons,3,Thousands,,,141381.09,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1977,1977,PER,Persons,3,Thousands,,,143750.3,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1978,1978,PER,Persons,3,Thousands,,,146127.91,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1979,1979,PER,Persons,3,Thousands,,,148467.09,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1980,1980,PER,Persons,3,Thousands,,,150227.41,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1981,1981,PER,Persons,3,Thousands,,,151991.7,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1982,1982,PER,Persons,3,Thousands,,,153546.59,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1983,1983,PER,Persons,3,Thousands,,,154962.7,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1984,1984,PER,Persons,3,Thousands,,,156464.3,,
USA,United States,TT,All persons,D199G501,Population (hist&proj) 15-64,VAR1,Baseline,1985,1985,PER,Persons,3,Thousands,,,157973.7,,
