location,country,sex,v4,age,v6,var,variant,time,v10,unitcode,unit,powercodecode,powercode,referenceperiodcode,referenceperiod,value,flagcodes,flags
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1988,1988,PER,Persons,3,Thousands,,,6346.9429,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1989,1989,PER,Persons,3,Thousands,,,6578.3589,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1990,1990,PER,Persons,3,Thousands,,,6781.7422,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1991,1991,PER,Persons,3,Thousands,,,6928.0718,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1992,1992,PER,Persons,3,Thousands,,,7568.8618,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1993,1993,PER,Persons,3,Thousands,,,7863.228,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1994,1994,PER,Persons,3,Thousands,,,8245.875,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1995,1995,PER,Persons,3,Thousands,,,8658.0029,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1996,1996,PER,Persons,3,Thousands,,,9145.4697,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1997,1997,PER,Persons,3,Thousands,,,9180.6426,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1998,1998,PER,Persons,3,Thousands,,,9393.9873,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1999,1999,PER,Persons,3,Thousands,,,9666.4727,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2000,2000,PER,Persons,3,Thousands,,,9953.3926,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2001,2001,PER,Persons,3,Thousands,,,10193.03,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2002,2002,PER,Persons,3,Thousands,,,10466.5,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2003,2003,PER,Persons,3,Thousands,,,10705.41,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2004,2004,PER,Persons,3,Thousands,,,10880.76,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2005,2005,PER,Persons,3,Thousands,,,11060.08,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2006,2006,PER,Persons,3,Thousands,,,11209.83,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2007,2007,PER,Persons,3,Thousands,,,11257.55,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2008,2008,PER,Persons,3,Thousands,,,11263.99,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2009,2009,PER,Persons,3,Thousands,,,11285.67,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2010,2010,PER,Persons,3,Thousands,,,11176.52,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2011,2011,PER,Persons,3,Thousands,,,10960.67,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2012,2012,PER,Persons,3,Thousands,,,10737.77,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2013,2013,PER,Persons,3,Thousands,,,10519.25,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2014,2014,PER,Persons,3,Thousands,,,10347.46,B,Break
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2015,2015,PER,Persons,3,Thousands,,,10292.75,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2016,2016,PER,Persons,3,Thousands,,,10359.49,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2017,2017,PER,Persons,3,Thousands,,,10354.49,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2018,2018,PER,Persons,3,Thousands,,,10260.42,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2019,2019,PER,Persons,3,Thousands,,,10104.04,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2020,2020,PER,Persons,3,Thousands,,,9906.7275,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2021,2021,PER,Persons,3,Thousands,,,9688.9766,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2022,2022,PER,Persons,3,Thousands,,,9646.5439,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2023,2023,PER,Persons,3,Thousands,,,9722.6826,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2024,2024,PER,Persons,3,Thousands,,,9869.3877,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2025,2025,PER,Persons,3,Thousands,,,10095.19,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2026,2026,PER,Persons,3,Thousands,,,10336.34,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2027,2027,PER,Persons,3,Thousands,,,10552.82,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2028,2028,PER,Persons,3,Thousands,,,10754.2,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2029,2029,PER,Persons,3,Thousands,,,10890.95,,
USA,United States,MA,Males,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2030,2030,PER,Persons,3,Thousands,,,10969.96,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1950,1950,PER,Persons,3,Thousands,,,4576.252,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1951,1951,PER,Persons,3,Thousands,,,4669.8838,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1952,1952,PER,Persons,3,Thousands,,,4789.8008,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1953,1953,PER,Persons,3,Thousands,,,4901.9351,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1954,1954,PER,Persons,3,Thousands,,,5019.2539,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1955,1955,PER,Persons,3,Thousands,,,5131.4219,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1956,1956,PER,Persons,3,Thousands,,,5219.6929,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1957,1957,PER,Persons,3,Thousands,,,5309.27,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1958,1958,PER,Persons,3,Thousands,,,5397.3828,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1959,1959,PER,Persons,3,Thousands,,,5472.7168,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1960,1960,PER,Persons,3,Thousands,,,5534.7358,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1961,1961,PER,Persons,3,Thousands,,,5585.6118,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1962,1962,PER,Persons,3,Thousands,,,5631.1792,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1963,1963,PER,Persons,3,Thousands,,,5683.5688,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1964,1964,PER,Persons,3,Thousands,,,5747.6431,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1965,1965,PER,Persons,3,Thousands,,,5827.6069,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1966,1966,PER,Persons,3,Thousands,,,5925.0688,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1967,1967,PER,Persons,3,Thousands,,,6037.9521,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1968,1968,PER,Persons,3,Thousands,,,6148.1069,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1969,1969,PER,Persons,3,Thousands,,,6230.4619,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1970,1970,PER,Persons,3,Thousands,,,6277.3628,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1971,1971,PER,Persons,3,Thousands,,,6279.6841,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1972,1972,PER,Persons,3,Thousands,,,6223.4409,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1973,1973,PER,Persons,3,Thousands,,,6178.5,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1974,1974,PER,Persons,3,Thousands,,,6114.1099,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1975,1975,PER,Persons,3,Thousands,,,6072.2021,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1976,1976,PER,Persons,3,Thousands,,,5993.7598,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1977,1977,PER,Persons,3,Thousands,,,5910.2612,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1978,1978,PER,Persons,3,Thousands,,,5838.4468,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1979,1979,PER,Persons,3,Thousands,,,5766.3208,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1980,1980,PER,Persons,3,Thousands,,,5676.8252,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1981,1981,PER,Persons,3,Thousands,,,5636.9141,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1982,1982,PER,Persons,3,Thousands,,,5643.1528,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1983,1983,PER,Persons,3,Thousands,,,5733.6509,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1984,1984,PER,Persons,3,Thousands,,,5846.2988,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1985,1985,PER,Persons,3,Thousands,,,5933.5151,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1986,1986,PER,Persons,3,Thousands,,,6068.1479,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1987,1987,PER,Persons,3,Thousands,,,6276.0342,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1988,1988,PER,Persons,3,Thousands,,,6607.542,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1989,1989,PER,Persons,3,Thousands,,,6842.8818,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1990,1990,PER,Persons,3,Thousands,,,7047.2739,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1991,1991,PER,Persons,3,Thousands,,,7201.02,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1992,1992,PER,Persons,3,Thousands,,,7843.8359,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1993,1993,PER,Persons,3,Thousands,,,8150.0962,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1994,1994,PER,Persons,3,Thousands,,,8544.6953,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1995,1995,PER,Persons,3,Thousands,,,8965.7383,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1996,1996,PER,Persons,3,Thousands,,,9465.0557,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1997,1997,PER,Persons,3,Thousands,,,9505.9971,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1998,1998,PER,Persons,3,Thousands,,,9720.1758,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1999,1999,PER,Persons,3,Thousands,,,9987.7344,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2000,2000,PER,Persons,3,Thousands,,,10266.13,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2001,2001,PER,Persons,3,Thousands,,,10505.95,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2002,2002,PER,Persons,3,Thousands,,,10785.79,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2003,2003,PER,Persons,3,Thousands,,,11017.26,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2004,2004,PER,Persons,3,Thousands,,,11184.51,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2005,2005,PER,Persons,3,Thousands,,,11357.09,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2006,2006,PER,Persons,3,Thousands,,,11505.46,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2007,2007,PER,Persons,3,Thousands,,,11542.21,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2008,2008,PER,Persons,3,Thousands,,,11556.98,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2009,2009,PER,Persons,3,Thousands,,,11576.57,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2010,2010,PER,Persons,3,Thousands,,,11460.98,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2011,2011,PER,Persons,3,Thousands,,,11220.23,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2012,2012,PER,Persons,3,Thousands,,,10979.74,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2013,2013,PER,Persons,3,Thousands,,,10735.3,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2014,2014,PER,Persons,3,Thousands,,,10540.58,B,Break
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2015,2015,PER,Persons,3,Thousands,,,10459.29,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2016,2016,PER,Persons,3,Thousands,,,10533.64,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2017,2017,PER,Persons,3,Thousands,,,10529.87,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2018,2018,PER,Persons,3,Thousands,,,10452.43,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2019,2019,PER,Persons,3,Thousands,,,10302.44,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2020,2020,PER,Persons,3,Thousands,,,10101.1,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2021,2021,PER,Persons,3,Thousands,,,9866.6641,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2022,2022,PER,Persons,3,Thousands,,,9813.7139,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2023,2023,PER,Persons,3,Thousands,,,9865.2227,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2024,2024,PER,Persons,3,Thousands,,,9994.1563,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2025,2025,PER,Persons,3,Thousands,,,10197.63,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2026,2026,PER,Persons,3,Thousands,,,10427.17,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2027,2027,PER,Persons,3,Thousands,,,10622.13,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2028,2028,PER,Persons,3,Thousands,,,10802.28,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2029,2029,PER,Persons,3,Thousands,,,10912.9,,
USA,United States,FE,Females,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2030,2030,PER,Persons,3,Thousands,,,10965.18,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1950,1950,PER,Persons,3,Thousands,,,9141.999,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1951,1951,PER,Persons,3,Thousands,,,9312.9902,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1952,1952,PER,Persons,3,Thousands,,,9533.9268,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1953,1953,PER,Persons,3,Thousands,,,9735.1357,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1954,1954,PER,Persons,3,Thousands,,,9950.4902,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1955,1955,PER,Persons,3,Thousands,,,10159.84,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1956,1956,PER,Persons,3,Thousands,,,10323.83,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1957,1957,PER,Persons,3,Thousands,,,10493.18,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1958,1958,PER,Persons,3,Thousands,,,10656.8,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1959,1959,PER,Persons,3,Thousands,,,10796.04,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1960,1960,PER,Persons,3,Thousands,,,10914.01,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1961,1961,PER,Persons,3,Thousands,,,10999.17,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1962,1962,PER,Persons,3,Thousands,,,11072.36,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1963,1963,PER,Persons,3,Thousands,,,11150.21,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1964,1964,PER,Persons,3,Thousands,,,11249.86,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1965,1965,PER,Persons,3,Thousands,,,11380.13,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1966,1966,PER,Persons,3,Thousands,,,11544.53,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1967,1967,PER,Persons,3,Thousands,,,11740.04,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1968,1968,PER,Persons,3,Thousands,,,11931.19,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1969,1969,PER,Persons,3,Thousands,,,12072.47,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1970,1970,PER,Persons,3,Thousands,,,12150.63,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1971,1971,PER,Persons,3,Thousands,,,12141.91,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1972,1972,PER,Persons,3,Thousands,,,12032.62,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1973,1973,PER,Persons,3,Thousands,,,11960.17,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1974,1974,PER,Persons,3,Thousands,,,11848.69,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1975,1975,PER,Persons,3,Thousands,,,11784.36,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1976,1976,PER,Persons,3,Thousands,,,11652.05,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1977,1977,PER,Persons,3,Thousands,,,11501.15,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1978,1978,PER,Persons,3,Thousands,,,11357.93,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1979,1979,PER,Persons,3,Thousands,,,11217.08,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1980,1980,PER,Persons,3,Thousands,,,11048.04,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1981,1981,PER,Persons,3,Thousands,,,10984.9,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1982,1982,PER,Persons,3,Thousands,,,11011.48,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1983,1983,PER,Persons,3,Thousands,,,11200.9,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1984,1984,PER,Persons,3,Thousands,,,11428.78,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1985,1985,PER,Persons,3,Thousands,,,11605.64,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1986,1986,PER,Persons,3,Thousands,,,11877.75,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1987,1987,PER,Persons,3,Thousands,,,12294.16,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1988,1988,PER,Persons,3,Thousands,,,12954.49,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1989,1989,PER,Persons,3,Thousands,,,13421.24,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1990,1990,PER,Persons,3,Thousands,,,13829.02,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1991,1991,PER,Persons,3,Thousands,,,14129.09,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1992,1992,PER,Persons,3,Thousands,,,15412.7,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1993,1993,PER,Persons,3,Thousands,,,16013.32,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1994,1994,PER,Persons,3,Thousands,,,16790.57,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1995,1995,PER,Persons,3,Thousands,,,17623.74,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1996,1996,PER,Persons,3,Thousands,,,18610.529,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1997,1997,PER,Persons,3,Thousands,,,18686.641,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1998,1998,PER,Persons,3,Thousands,,,19114.16,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,1999,1999,PER,Persons,3,Thousands,,,19654.211,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2000,2000,PER,Persons,3,Thousands,,,20219.529,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2001,2001,PER,Persons,3,Thousands,,,20698.98,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2002,2002,PER,Persons,3,Thousands,,,21252.289,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2003,2003,PER,Persons,3,Thousands,,,21722.68,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2004,2004,PER,Persons,3,Thousands,,,22065.26,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2005,2005,PER,Persons,3,Thousands,,,22417.17,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2006,2006,PER,Persons,3,Thousands,,,22715.289,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2007,2007,PER,Persons,3,Thousands,,,22799.76,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2008,2008,PER,Persons,3,Thousands,,,22820.971,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2009,2009,PER,Persons,3,Thousands,,,22862.24,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2010,2010,PER,Persons,3,Thousands,,,22637.5,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2011,2011,PER,Persons,3,Thousands,,,22180.9,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2012,2012,PER,Persons,3,Thousands,,,21717.52,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2013,2013,PER,Persons,3,Thousands,,,21254.551,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2014,2014,PER,Persons,3,Thousands,,,20888.039,B,Break
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2015,2015,PER,Persons,3,Thousands,,,20752.051,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2016,2016,PER,Persons,3,Thousands,,,20893.131,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2017,2017,PER,Persons,3,Thousands,,,20884.359,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2018,2018,PER,Persons,3,Thousands,,,20712.85,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2019,2019,PER,Persons,3,Thousands,,,20406.471,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2020,2020,PER,Persons,3,Thousands,,,20007.83,,
USA,United States,TT,All persons,D199L545,Population (hist&proj)  45-49,VAR1,Baseline,2021,2021,PER,Persons,3,Thousands,,,19555.641,,
